module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M6,M6.06.02,,**What property of ferrous materials makes them widely used in aircraft structures?**,High electrical conductivity,High tensile strength,Resistance to corrosion,,High tensile strength,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**What property of ferrous materials makes them widely used in aircraft structures?**"", ""question"": ""**What property of ferrous materials makes them widely used in aircraft structures?**"", ""options"": [""High electrical conductivity"", ""High tensile strength"", ""Resistance to corrosion""], ""correct"": ""High tensile strength"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.6.1(c),,**Which of the following is a common alloying element in steel?**,Aluminum,Carbon,Copper,,Carbon,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**Which of the following is a common alloying element in steel?**"", ""question"": ""**Which of the following is a common alloying element in steel?**"", ""options"": [""Aluminum"", ""Carbon"", ""Copper""], ""correct"": ""Carbon"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.1(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.09,,**What type of steel is most commonly used for aircraft landing gear components?**,High-strength low-alloy steel (HSLA),Stainless steel,Cast iron,,High-strength low-alloy steel (HSLA),MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**What type of steel is most commonly used for aircraft landing gear components?**"", ""question"": ""**What type of steel is most commonly used for aircraft landing gear components?**"", ""options"": [""High-strength low-alloy steel (HSLA)"", ""Stainless steel"", ""Cast iron""], ""correct"": ""High-strength low-alloy steel (HSLA)"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.09"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.01,,**Which process is used to improve the toughness of steel after hardening?**,Tempering,Annealing,Cold working,,Tempering,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**Which process is used to improve the toughness of steel after hardening?**"", ""question"": ""**Which process is used to improve the toughness of steel after hardening?**"", ""options"": [""Tempering"", ""Annealing"", ""Cold working""], ""correct"": ""Tempering"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.01"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.6.1(c),,**What is the effect of adding carbon to iron to form steel?**,Decreases strength and hardness,Increases strength and hardness,Improves ductility,,Increases strength and hardness,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**What is the effect of adding carbon to iron to form steel?**"", ""question"": ""**What is the effect of adding carbon to iron to form steel?**"", ""options"": [""Decreases strength and hardness"", ""Increases strength and hardness"", ""Improves ductility""], ""correct"": ""Increases strength and hardness"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.1(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.04,,**Which of the following is a characteristic of mild steel?**,Low carbon content,High corrosion resistance,High cost,,Low carbon content,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**Which of the following is a characteristic of mild steel?**"", ""question"": ""**Which of the following is a characteristic of mild steel?**"", ""options"": [""Low carbon content"", ""High corrosion resistance"", ""High cost""], ""correct"": ""Low carbon content"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.04,,**Stainless steel is characterized by its resistance to which of the following?**,Electrical current,Corrosion,High temperatures,,Corrosion,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**Stainless steel is characterized by its resistance to which of the following?**"", ""question"": ""**Stainless steel is characterized by its resistance to which of the following?**"", ""options"": [""Electrical current"", ""Corrosion"", ""High temperatures""], ""correct"": ""Corrosion"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.04,,**What is the primary advantage of stainless steel in aircraft applications?**,Corrosion resistance,High electrical conductivity,Lightweight,,Corrosion resistance,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**What is the primary advantage of stainless steel in aircraft applications?**"", ""question"": ""**What is the primary advantage of stainless steel in aircraft applications?**"", ""options"": [""Corrosion resistance"", ""High electrical conductivity"", ""Lightweight""], ""correct"": ""Corrosion resistance"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.04,,**What element is added to stainless steel to enhance its corrosion resistance?**,Carbon,Chromium,Nickel,,Chromium,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**What element is added to stainless steel to enhance its corrosion resistance?**"", ""question"": ""**What element is added to stainless steel to enhance its corrosion resistance?**"", ""options"": [""Carbon"", ""Chromium"", ""Nickel""], ""correct"": ""Chromium"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.6.3,,**Martensitic stainless steels are typically used for which application?**,Cutting tools and turbine blades,Aircraft skins,Fasteners,,Cutting tools and turbine blades,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**Martensitic stainless steels are typically used for which application?**"", ""question"": ""**Martensitic stainless steels are typically used for which application?**"", ""options"": [""Cutting tools and turbine blades"", ""Aircraft skins"", ""Fasteners""], ""correct"": ""Cutting tools and turbine blades"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.3"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.6.1(c),,**What is the main characteristic of high-carbon steel?**,High ductility,High hardness and brittleness,Low tensile strength,,High hardness and brittleness,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**What is the main characteristic of high-carbon steel?**"", ""question"": ""**What is the main characteristic of high-carbon steel?**"", ""options"": [""High ductility"", ""High hardness and brittleness"", ""Low tensile strength""], ""correct"": ""High hardness and brittleness"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.1(c)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.6.4(b),,**Ferritic stainless steels are primarily used in aircraft for which of the following reasons?**,Good formability and resistance to stress corrosion,High tensile strength,Low cost,,Good formability and resistance to stress corrosion,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**Ferritic stainless steels are primarily used in aircraft for which of the following reasons?**"", ""question"": ""**Ferritic stainless steels are primarily used in aircraft for which of the following reasons?**"", ""options"": [""Good formability and resistance to stress corrosion"", ""High tensile strength"", ""Low cost""], ""correct"": ""Good formability and resistance to stress corrosion"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.6.4(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M6,M6.06.02,,**How does annealing affect the properties of ferrous materials?**,Relieves internal stresses and softens the material,Increases hardness,Improves electrical conductivity,,Relieves internal stresses and softens the material,MEDIUM,,,,APPROVED,Answer extracted from source document bold marker,1,Materials Q1 set.docx,"{""raw"": ""**How does annealing affect the properties of ferrous materials?**"", ""question"": ""**How does annealing affect the properties of ferrous materials?**"", ""options"": [""Relieves internal stresses and softens the material"", ""Increases hardness"", ""Improves electrical conductivity""], ""correct"": ""Relieves internal stresses and softens the material"", ""answer_text"": null, ""category"": null, ""source_file"": ""Materials Q1 set.docx"", ""source_module"": ""M6"", ""fmt"": ""csv"", ""module"": ""M6"", ""syllabusRef"": ""M6.06.02"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
