module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M10,M10.5,1,1. A Category A License permits the holder to issue certificates of release to service following which type of maintenance?,Heavy maintenance,Minor scheduled line maintenance,Major overhaul,,Minor scheduled line maintenance,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""1. A Category A License permits the holder to issue certificates of release to service following which type of maintenance?"", ""question"": ""1. A Category A License permits the holder to issue certificates of release to service following which type of maintenance?"", ""options"": [""Heavy maintenance"", ""Minor scheduled line maintenance"", ""Major overhaul""], ""correct"": ""Minor scheduled line maintenance"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.5"", ""level"": ""1"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,2. What is the primary requirement for an aircraft maintenance License to remain valid?,Renewal every 10 years,Submission of experience log every 5 years,Verification of information with the competent authority every 5 years,,Verification of information with the competent authority every 5 years,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""2. What is the primary requirement for an aircraft maintenance License to remain valid?"", ""question"": ""2. What is the primary requirement for an aircraft maintenance License to remain valid?"", ""options"": [""Renewal every 10 years"", ""Submission of experience log every 5 years"", ""Verification of information with the competent authority every 5 years""], ""correct"": ""Verification of information with the competent authority every 5 years"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,3. Which type of License holder can certify the whole aircraft after individual tasks are certified by support staff?,Category A License,Category B1 License,Category C License,,Category C License,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""3. Which type of License holder can certify the whole aircraft after individual tasks are certified by support staff?"", ""question"": ""3. Which type of License holder can certify the whole aircraft after individual tasks are certified by support staff?"", ""options"": [""Category A License"", ""Category B1 License"", ""Category C License""], ""correct"": ""Category C License"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,,,"4. To apply for a type endorsement on a Basic License, what must be attached as evidence of experience?",Proof of identity,Experience logbook or worksheets,Medical fitness certificate,,Medical fitness certificate,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""4. To apply for a type endorsement on a Basic License, what must be attached as evidence of experience?"", ""question"": ""4. To apply for a type endorsement on a Basic License, what must be attached as evidence of experience?"", ""options"": [""Proof of identity"", ""Experience logbook or worksheets"", ""Medical fitness certificate""], ""correct"": ""Medical fitness certificate"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,5. What is the language requirement for an aircraft maintenance License when working in a member state other than the issuing state?,Must be in English only,Must have an English translation in addition to the official language,Must be in the official language of the member state,,Must have an English translation in addition to the official language,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""5. What is the language requirement for an aircraft maintenance License when working in a member state other than the issuing state?"", ""question"": ""5. What is the language requirement for an aircraft maintenance License when working in a member state other than the issuing state?"", ""options"": [""Must be in English only"", ""Must have an English translation in addition to the official language"", ""Must be in the official language of the member state""], ""correct"": ""Must have an English translation in addition to the official language"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.10,1,6. What is the primary purpose of the Category B2 License?,Line maintenance on avionic systems,Maintenance on aircraft structure,Maintenance on piston-engine nonpressurized aircraft,,Line maintenance on avionic systems,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""6. What is the primary purpose of the Category B2 License?"", ""question"": ""6. What is the primary purpose of the Category B2 License?"", ""options"": [""Line maintenance on avionic systems"", ""Maintenance on aircraft structure"", ""Maintenance on piston-engine nonpressurized aircraft""], ""correct"": ""Line maintenance on avionic systems"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.10"", ""level"": ""1"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,,,7. Which License holder needs to demonstrate practical experience in addition to passing type training?,Category B3 License,Category C License,Category B2L License,,Category C License,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""7. Which License holder needs to demonstrate practical experience in addition to passing type training?"", ""question"": ""7. Which License holder needs to demonstrate practical experience in addition to passing type training?"", ""options"": [""Category B3 License"", ""Category C License"", ""Category B2L License""], ""correct"": ""Category C License"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,8. How often does the Aircraft Maintenance License become invalid if not verified by the competent authority?,Every 3 years,Every 10 years,Every 5 years,,Every 5 years,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""8. How often does the Aircraft Maintenance License become invalid if not verified by the competent authority?"", ""question"": ""8. How often does the Aircraft Maintenance License become invalid if not verified by the competent authority?"", ""options"": [""Every 3 years"", ""Every 10 years"", ""Every 5 years""], ""correct"": ""Every 5 years"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.10,1,9. What does the Category B2 License primarily cover?,Avionic systems maintenance,Heavy structural repairs,Powerplant maintenance,,Avionic systems maintenance,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""9. What does the Category B2 License primarily cover?"", ""question"": ""9. What does the Category B2 License primarily cover?"", ""options"": [""Avionic systems maintenance"", ""Heavy structural repairs"", ""Powerplant maintenance""], ""correct"": ""Avionic systems maintenance"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.10"", ""level"": ""1"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,10. Which License category permits the release of an entire aircraft to service after base maintenance?,Category A,Category B1,Category C,,Category C,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""10. Which License category permits the release of an entire aircraft to service after base maintenance?"", ""question"": ""10. Which License category permits the release of an entire aircraft to service after base maintenance?"", ""options"": [""Category A"", ""Category B1"", ""Category C""], ""correct"": ""Category C"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.3,2,12. What is the main purpose of an approved Part-147 training organization?,Conduct type examinations,Issue aircraft maintenance Licenses,Provide type training courses,,Issue aircraft maintenance Licenses,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""12. What is the main purpose of an approved Part-147 training organization?"", ""question"": ""12. What is the main purpose of an approved Part-147 training organization?"", ""options"": [""Conduct type examinations"", ""Issue aircraft maintenance Licenses"", ""Provide type training courses""], ""correct"": ""Issue aircraft maintenance Licenses"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.3"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.6,2,13. What is the pass mark for EASA examinations conducted by approved Part-147 organizations?,60%,75%,80%,,75%,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""13. What is the pass mark for EASA examinations conducted by approved Part-147 organizations?"", ""question"": ""13. What is the pass mark for EASA examinations conducted by approved Part-147 organizations?"", ""options"": [""60%"", ""75%"", ""80%""], ""correct"": ""75%"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.6"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,14. How often are new essay questions introduced for EASA examinations?,Every month,Every year,Every six months,,Every six months,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""14. How often are new essay questions introduced for EASA examinations?"", ""question"": ""14. How often are new essay questions introduced for EASA examinations?"", ""options"": [""Every month"", ""Every year"", ""Every six months""], ""correct"": ""Every six months"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,15. Which type of examination is conducted by a Part-147 organization for type training?,Essay examination,Multiple-choice examination,Practical examination,,Practical examination,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""15. Which type of examination is conducted by a Part-147 organization for type training?"", ""question"": ""15. Which type of examination is conducted by a Part-147 organization for type training?"", ""options"": [""Essay examination"", ""Multiple-choice examination"", ""Practical examination""], ""correct"": ""Practical examination"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.6,2,16. What is the purpose of the EASA Form 19?,License renewal,Type endorsement application,Examination registration,,Type endorsement application,EASY,,,,APPROVED,,1,10.2.docx,"{""raw"": ""16. What is the purpose of the EASA Form 19?"", ""question"": ""16. What is the purpose of the EASA Form 19?"", ""options"": [""License renewal"", ""Type endorsement application"", ""Examination registration""], ""correct"": ""Type endorsement application"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.6"", ""level"": ""2"", ""difficulty"": ""EASY"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,17. What must a License holder produce upon request by an authorized person as evidence of qualification?,Experience logbook,Medical certificate,Aircraft maintenance License,,Aircraft maintenance License,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""17. What must a License holder produce upon request by an authorized person as evidence of qualification?"", ""question"": ""17. What must a License holder produce upon request by an authorized person as evidence of qualification?"", ""options"": [""Experience logbook"", ""Medical certificate"", ""Aircraft maintenance License""], ""correct"": ""Aircraft maintenance License"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,18. Which organization can issue a certificate showing a pass in a type course for a type endorsement?,Competent authority,Part-147 organization,Part-66 organization,,Part-147 organization,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""18. Which organization can issue a certificate showing a pass in a type course for a type endorsement?"", ""question"": ""18. Which organization can issue a certificate showing a pass in a type course for a type endorsement?"", ""options"": [""Competent authority"", ""Part-147 organization"", ""Part-66 organization""], ""correct"": ""Part-147 organization"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.2,2,19. How many years of practical maintenance experience are required for a Category B1.2 License with no previous relevant technical training?,2 years,3 years,5 years,,3 years,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""19. How many years of practical maintenance experience are required for a Category B1.2 License with no previous relevant technical training?"", ""question"": ""19. How many years of practical maintenance experience are required for a Category B1.2 License with no previous relevant technical training?"", ""options"": [""2 years"", ""3 years"", ""5 years""], ""correct"": ""3 years"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.2"", ""level"": ""2"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M10,M10.10,1,20. What is the primary reason for having an English translation of the License when working in another member state?,Language preference,Mutual recognition,Regulatory requirement,,Regulatory requirement,MEDIUM,,,,APPROVED,,1,10.2.docx,"{""raw"": ""20. What is the primary reason for having an English translation of the License when working in another member state?"", ""question"": ""20. What is the primary reason for having an English translation of the License when working in another member state?"", ""options"": [""Language preference"", ""Mutual recognition"", ""Regulatory requirement""], ""correct"": ""Regulatory requirement"", ""answer_text"": null, ""category"": null, ""source_file"": ""10.2.docx"", ""source_module"": ""M10"", ""fmt"": ""csv"", ""module"": ""M10"", ""syllabusRef"": ""M10.10"", ""level"": ""1"", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
