module,syllabusRef,level,text,optionA,optionB,optionC,optionD,correctAnswer,difficulty,subTopic,aiSourceRef,aiConfidence,status,reviewNote,points,sourceFile,rawJson,isEssay
M5,M5.5.6(b),,1. What is the primary function of the cladding in an optical fiber?,To absorb light,To reflect light back into the core,To convert light into electrical signals,,To reflect light back into the core,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""1. What is the primary function of the cladding in an optical fiber?"", ""question"": ""1. What is the primary function of the cladding in an optical fiber?"", ""options"": [""To absorb light"", ""To reflect light back into the core"", ""To convert light into electrical signals""], ""correct"": ""To reflect light back into the core"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.5.6(b),,2. Which type of optical fiber can propagate only the fundamental mode?,Multimode fiber,Single mode fiber,Step index fiber,,Single mode fiber,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""2. Which type of optical fiber can propagate only the fundamental mode?"", ""question"": ""2. Which type of optical fiber can propagate only the fundamental mode?"", ""options"": [""Multimode fiber"", ""Single mode fiber"", ""Step index fiber""], ""correct"": ""Single mode fiber"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.5.6(b),,3. What is the main cause of signal attenuation in optical fibers?,Voltage drop,Power loss,Absorption and scattering,,Absorption and scattering,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""3. What is the main cause of signal attenuation in optical fibers?"", ""question"": ""3. What is the main cause of signal attenuation in optical fibers?"", ""options"": [""Voltage drop"", ""Power loss"", ""Absorption and scattering""], ""correct"": ""Absorption and scattering"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.05.08,,4. What type of light source is typically used for longdistance fiber optic communication?,LED,Laser diode,Incandescent bulb,,Laser diode,MEDIUM,,,,ANSWERED,Verified correction (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""4. What type of light source is typically used for longdistance fiber optic communication?"", ""question"": ""4. What type of light source is typically used for longdistance fiber optic communication?"", ""options"": [""LED"", ""Laser diode"", ""Incandescent bulb""], ""correct"": ""Laser diode"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.05.08"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.05.04,,5. Which optical fiber type is typically used for shortrange data communication?,Multimode fiber,Single mode fiber,Step index fiber,,Multimode fiber,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""5. Which optical fiber type is typically used for shortrange data communication?"", ""question"": ""5. Which optical fiber type is typically used for shortrange data communication?"", ""options"": [""Multimode fiber"", ""Single mode fiber"", ""Step index fiber""], ""correct"": ""Multimode fiber"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.05.04"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,,,6. How does a mechanical splice differ from a fusion splice?,It is intended to be temporary,It is stronger,It is intended to be permanent but removable,,It is intended to be temporary,MEDIUM,,,,ANSWERED,Verified correction (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""6. How does a mechanical splice differ from a fusion splice?"", ""question"": ""6. How does a mechanical splice differ from a fusion splice?"", ""options"": [""It is intended to be temporary"", ""It is stronger"", ""It is intended to be permanent but removable""], ""correct"": ""It is intended to be temporary"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": """", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.5.6(b),,7. What is the purpose of the buffer coating on an optical fiber?,To transmit light,To protect the fiber from physical damage,To increase the refractive index,,To protect the fiber from physical damage,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""7. What is the purpose of the buffer coating on an optical fiber?"", ""question"": ""7. What is the purpose of the buffer coating on an optical fiber?"", ""options"": [""To transmit light"", ""To protect the fiber from physical damage"", ""To increase the refractive index""], ""correct"": ""To protect the fiber from physical damage"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.5.6(b),,8. Which phenomenon is responsible for the guiding of light in optical fibers?,Refraction,Absorption,Total internal reflection,,Total internal reflection,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""8. Which phenomenon is responsible for the guiding of light in optical fibers?"", ""question"": ""8. Which phenomenon is responsible for the guiding of light in optical fibers?"", ""options"": [""Refraction"", ""Absorption"", ""Total internal reflection""], ""correct"": ""Total internal reflection"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.5.6(b),,9. What are the main advantages of using fiber optics over traditional copper cables?,Lower cost and easier installation,Higher bandwidth and immunity to electromagnetic interference,Longer lifespan and lower maintenance,,Higher bandwidth and immunity to electromagnetic interference,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""9. What are the main advantages of using fiber optics over traditional copper cables?"", ""question"": ""9. What are the main advantages of using fiber optics over traditional copper cables?"", ""options"": [""Lower cost and easier installation"", ""Higher bandwidth and immunity to electromagnetic interference"", ""Longer lifespan and lower maintenance""], ""correct"": ""Higher bandwidth and immunity to electromagnetic interference"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
M5,M5.5.6(b),,10. What is the typical core diameter of a single mode fiber?,50 micrometers,9 micrometers,62.5 micrometers,,9 micrometers,MEDIUM,,,,ANSWERED,Domain-verified (score=1.00),1,10 Fibre Optics.docx,"{""raw"": ""10. What is the typical core diameter of a single mode fiber?"", ""question"": ""10. What is the typical core diameter of a single mode fiber?"", ""options"": [""50 micrometers"", ""9 micrometers"", ""62.5 micrometers""], ""correct"": ""9 micrometers"", ""answer_text"": null, ""category"": null, ""source_file"": ""10 Fibre Optics.docx"", ""source_module"": ""M5"", ""fmt"": ""csv"", ""module"": ""M5"", ""syllabusRef"": ""M5.5.6(b)"", ""level"": """", ""difficulty"": ""MEDIUM"", ""subTopic"": """", ""isEssay"": false}",False
